ts,USD,EUR,GBP,JPY,CHF,CAD,AUD,NZD
2026.05.12 00:00,-0.14487228,-0.29846775,-0.06932164,0.23128890,-0.05006318,-0.03381227,0.22210361,0.14314461
2026.05.13 00:00,-0.11485916,-0.29059463,-0.07664388,0.22090392,-0.04357426,-0.08752708,0.26019004,0.13210505
2026.05.14 00:00,-0.05975788,-0.25780568,-0.17744962,0.22036400,0.00285557,-0.10468115,0.23021907,0.14625570
2026.05.15 00:00,0.02030610,-0.19658737,-0.21769491,0.23268030,0.03387929,-0.10546693,0.17607397,0.05680954
2026.05.18 00:00,0.01619017,-0.16704896,-0.15805038,0.17607325,0.03930587,-0.15414889,0.16157706,0.08610189
2026.05.19 00:00,0.08174038,-0.15557085,-0.15440836,0.19749964,0.02629642,-0.11167446,0.08648269,0.02963455
2026.05.20 00:00,0.07419721,-0.14182730,-0.15536554,0.16320107,0.06015428,-0.14308340,0.10899931,0.03372437
2026.05.21 00:00,0.09982841,-0.12841344,-0.16024928,0.12695091,0.09644631,-0.17378075,0.08483958,0.05437826
2026.05.22 00:00,0.14357613,-0.13288989,-0.13467155,0.09581714,0.16975568,-0.21377279,0.04511100,0.02707428
2026.05.25 00:00,0.14668543,-0.11842924,-0.08084130,0.04591785,0.18502461,-0.25153538,0.06375313,0.00942490
2026.05.26 00:00,0.19642552,-0.07229229,-0.08347173,0.00196384,0.17643451,-0.23505729,0.07724317,-0.06124572
2026.05.27 00:00,0.21760109,-0.05755373,-0.09430278,-0.06805004,0.14245632,-0.25531778,0.01207381,0.10309310
2026.05.28 00:00,0.20411919,-0.03865292,-0.10623385,-0.13908163,0.12961820,-0.23358768,0.01250390,0.17131478
2026.05.29 00:00,0.21651101,-0.03107086,-0.11075389,-0.23632477,0.14171720,-0.24994561,-0.01177542,0.28164233
2026.06.01 00:00,0.23719149,-0.02086117,-0.03124415,-0.21946013,0.07307871,-0.23778415,-0.02645031,0.22552970
2026.06.02 00:00,0.22604420,-0.02772903,0.00669561,-0.24228605,0.03590789,-0.21842487,0.00758211,0.21221012
2026.06.03 00:00,0.28285139,-0.00092037,0.05114400,-0.18865308,-0.02177438,-0.19226764,-0.03380077,0.10342084
2026.06.04 00:00,0.28658315,0.00876322,0.07712617,-0.19871738,-0.00721501,-0.19288509,-0.04759638,0.07394134
2026.06.05 00:00,0.34784970,-0.02061813,0.10724413,-0.11079377,-0.05343078,-0.13258702,-0.13092025,-0.00674388
2026.06.08 00:00,0.35507433,-0.00055741,0.11895989,-0.06140390,-0.10884830,-0.14188207,-0.16931308,0.00797054
2026.06.09 00:00,0.33445417,0.02209902,0.20125462,-0.05003454,-0.13945707,-0.16284277,-0.23095658,0.02548314
2026.06.10 00:00,0.33112495,0.06152933,0.25035698,-0.03246116,-0.17576663,-0.14816065,-0.29010939,0.00348657
2026.06.11 00:00,0.27728056,0.08054095,0.26841053,-0.01083105,-0.15917145,-0.24057097,-0.26187106,0.04621249
2026.06.12 00:00,0.26994299,0.09269479,0.29187391,-0.00661129,-0.20597308,-0.26906517,-0.23230813,0.05944599
2026.06.15 00:00,0.24888410,0.12485900,0.25761258,-0.01900281,-0.18068284,-0.29114124,-0.16790669,0.02737789
2026.06.16 00:00,0.24732588,0.16772412,0.22498044,-0.01383003,-0.15501006,-0.29453220,-0.17664160,-0.00001654
2026.06.17 00:00,0.33227656,0.14913258,0.16530836,0.06270030,-0.16345025,-0.30824794,-0.16869595,-0.06902367
2026.06.18 00:00,0.40421344,0.14758705,0.09314937,0.07992925,-0.20959981,-0.27272575,-0.13902905,-0.10352451
2026.06.19 00:00,0.43891002,0.16804233,0.11044005,0.11914532,-0.27139706,-0.26797697,-0.12235832,-0.17480536
2026.06.22 00:00,0.47098032,0.12325485,0.15072564,0.13455127,-0.30738536,-0.23853527,-0.09473536,-0.23885610
2026.06.23 00:00,0.54657784,0.10218011,0.16347331,0.21698677,-0.25888230,-0.22871835,-0.19902926,-0.34258814
2026.06.24 00:00,0.59015359,0.08119678,0.17333559,0.25828647,-0.25638979,-0.21768627,-0.20200495,-0.42689142
2026.06.25 00:00,0.60173120,0.06684199,0.18726025,0.26628292,-0.21791155,-0.18893783,-0.18372496,-0.53154201
2026.06.26 00:00,0.62475758,0.07638000,0.18463792,0.28107136,-0.20329037,-0.16876331,-0.22005993,-0.57473326
2026.06.29 00:00,0.60182484,0.11485279,0.22943806,0.24593755,-0.15340076,-0.19475073,-0.27021104,-0.57369071
2026.06.30 00:00,0.56729048,0.09161858,0.20570520,0.15308821,-0.12598875,-0.19704850,-0.22574132,-0.46892390
2026.07.01 00:00,0.56707025,0.02202380,0.25525704,0.12716813,-0.09883420,-0.19722643,-0.25459313,-0.42086545
2026.07.02 00:00,0.45987954,-0.00526357,0.28223640,0.14638565,-0.03462864,-0.23254927,-0.23859229,-0.37746783
2026.07.03 00:00,0.41525394,-0.02178969,0.30034816,0.10784159,-0.00997296,-0.25965148,-0.20013843,-0.33189113
2026.07.06 00:00,0.36921469,-0.01550878,0.37357322,0.01350263,-0.00803986,-0.27292281,-0.13530462,-0.32451447
2026.07.07 00:00,0.37038605,-0.04753304,0.39181242,0.02233529,-0.02370464,-0.21729177,-0.14393160,-0.35207271
